timestamp,temperature,pressure,power
2022-01-01 00:42:00.000,15.14068,99.97748,82.09153
2022-01-01 02:57:00.000,16.45176,99.99754,85.26795
2022-01-01 03:01:00.000,16.46503,99.98514,85.19145
2022-01-01 03:20:00.000,16.79667,100.0151,95.0161
